ZIP,Pipedrive.Contacts,ZIP.1,Number.of.Schools,HotSpot,lat,long
10003,2,10003,2,0,40.731829,-73.989181
10004,1,10004,1,0,40.688874,-74.018213
10006,5,10006,2,1,40.709579,-74.012952
10011,2,10011,2,0,40.742042,-74.000622
10014,2,10014,1,0,40.734012,-74.006746
10016,1,10016,1,0,40.745221,-73.978294
10019,1,10019,1,0,40.765823,-73.987179
10023,3,10023,2,1,40.775916,-73.982602
10027,1,10027,1,0,40.811407,-73.95306
10029,6,10029,1,1,40.791763,-73.94397
10030,5,10030,2,1,40.818267,-73.942856
10031,1,10031,1,0,40.825288,-73.950045
10034,2,10034,1,0,40.867076,-73.924312
10035,2,10035,2,0,40.795458,-73.92957
10036,1,10036,1,0,40.759255,-73.989828
10038,4,10038,1,1,40.709308,-74.002564
10039,1,10039,1,0,40.830869,-73.936216
10282,1,10282,1,0,40.716768,-74.015593
10304,2,10304,2,0,40.605965,-74.093535
10306,3,10306,1,1,40.571768,-74.12595
10314,1,10314,1,0,40.599263,-74.165748
10451,3,10451,3,1,40.820454,-73.925066
10453,1,10453,1,0,40.85282,-73.91231
10454,1,10454,1,0,40.805492,-73.916604
10455,3,10455,2,1,40.814713,-73.90859
10456,0,10456,1,0,40.829886,-73.908121
10458,6,10458,4,1,40.862529,-73.888159
10459,4,10459,2,1,40.825856,-73.892941
10460,5,10460,4,1,40.841736,-73.879598
10461,2,10461,2,0,40.847396,-73.840578
10463,2,10463,2,0,40.880678,-73.90654
10466,2,10466,1,0,40.890964,-73.846239
10468,5,10468,3,1,40.86894,-73.899995
10469,1,10469,1,0,40.868609,-73.848138
10472,5,10472,2,1,40.829556,-73.86931
10473,2,10473,2,0,40.81869,-73.858474
10475,2,10475,2,0,40.875169,-73.823815
10504,2,10504,1,0,41.128468,-73.707521
10516,1,10516,1,0,41.461974,-73.874908
10562,1,10562,1,0,41.19448,-73.825254
10566,1,10566,1,0,41.289483,-73.916847
10567,1,10567,1,0,41.2896,-73.897001
10701,4,10701,2,1,40.945417,-73.880475
10703,2,10703,1,0,40.959837,-73.8803
10709,1,10709,1,0,40.954635,-73.808184
10710,1,10710,1,0,40.967157,-73.846339
10901,1,10901,1,0,41.140772,-74.104976
10928,1,10928,1,0,41.34897,-73.998495
10956,3,10956,1,1,41.157191,-73.993416
10960,1,10960,1,0,41.091902,-73.925813
10962,1,10962,1,0,41.050066,-73.958585
10977,1,10977,1,0,41.11892,-74.048158
10994,3,10994,2,1,41.098072,-73.972649
11023,1,11023,1,0,40.798909,-73.733653
11040,2,11040,1,0,40.745347,-73.680292
11101,4,11101,3,1,40.74756,-73.938942
11106,2,11106,2,0,40.762211,-73.931528
11201,4,11201,4,1,40.6937,-73.989859
11203,3,11203,1,1,40.64959,-73.934374
11204,1,11204,1,0,40.618779,-73.984826
11205,2,11205,2,0,40.694664,-73.966246
11206,8,11206,3,1,40.701954,-73.942358
11207,1,11207,1,0,40.670755,-73.894209
11208,1,11208,1,0,40.668564,-73.87099
11210,1,11210,1,0,40.628144,-73.946323
11211,2,11211,2,0,40.712597,-73.953098
11212,3,11212,1,1,40.662932,-73.913019
11214,7,11214,2,1,40.599148,-73.99609
11215,3,11215,2,1,40.662688,-73.98674
11217,1,11217,1,0,40.682306,-73.978099
11218,2,11218,2,0,40.643477,-73.976042
11221,4,11221,2,1,40.69134,-73.927879
11222,1,11222,1,0,40.72779,-73.947605
11223,2,11223,2,0,40.597143,-73.973426
11226,1,11226,1,0,40.646448,-73.956649
11229,1,11229,1,0,40.601293,-73.944493
11230,1,11230,1,0,40.622164,-73.965105
11232,4,11232,2,1,40.657708,-74.004377
11235,1,11235,1,0,40.583949,-73.949096
11236,1,11236,1,0,40.639413,-73.900664
11238,2,11238,2,0,40.679169,-73.9638
11354,2,11354,2,0,40.768213,-73.827392
11357,1,11357,1,0,40.785129,-73.810037
11358,1,11358,1,0,40.760473,-73.796373
11361,4,11361,2,1,40.764191,-73.772775
11367,1,11367,1,0,40.730145,-73.82703
11373,2,11373,2,0,40.738843,-73.878539
11375,3,11375,1,1,40.720963,-73.84614
11411,3,11411,2,1,40.694025,-73.736223
11417,1,11417,1,0,40.676434,-73.844467
11420,4,11420,1,1,40.673563,-73.817829
11423,2,11423,1,0,40.715608,-73.768493
11426,1,11426,1,0,40.736462,-73.722359
11427,1,11427,1,0,40.730918,-73.745621
11432,7,11432,3,1,40.715359,-73.793072
11433,1,11433,1,0,40.698151,-73.786912
11514,2,11514,1,0,40.749892,-73.612477
11516,1,11516,1,0,40.625787,-73.726685
11552,1,11552,1,0,40.692979,-73.652416
11553,1,11553,1,0,40.706743,-73.592044
11563,1,11563,1,0,40.657253,-73.673718
11566,2,11566,1,0,40.663194,-73.554014
11572,6,11572,1,1,40.631772,-73.636624
11577,1,11577,1,0,40.783264,-73.638877
11580,1,11580,1,0,40.6749,-73.702154
11581,1,11581,1,0,40.651028,-73.715325
11590,1,11590,1,0,40.755182,-73.574338
11691,1,11691,1,0,40.601261,-73.761646
11701,3,11701,2,1,40.681433,-73.410099
11703,2,11703,1,0,40.732671,-73.32501
11706,2,11706,2,0,40.722537,-73.252183
11716,3,11716,1,1,40.776692,-73.134854
11717,2,11717,1,0,40.783805,-73.252263
11720,1,11720,1,0,40.870331,-73.082113
11726,1,11726,1,0,40.67879,-73.395727
11733,2,11733,1,0,40.940235,-73.11278
11735,1,11735,1,0,40.732747,-73.432789
11738,2,11738,1,0,40.838208,-73.038185
11740,1,11740,1,0,40.865398,-73.361296
11746,4,11746,2,1,40.814268,-73.362276
11751,1,11751,1,0,40.730486,-73.213924
11756,2,11756,1,0,40.724512,-73.516326
11758,2,11758,1,0,40.668934,-73.458448
11763,1,11763,1,0,40.826582,-72.98405
11768,3,11768,1,1,40.923631,-73.339309
11783,1,11783,1,0,40.677612,-73.490014
11784,1,11784,1,0,40.868938,-73.041244
11792,1,11792,1,0,40.955033,-72.825569
11801,3,11801,1,1,40.762304,-73.524452
11803,2,11803,1,0,40.7817,-73.473035
11951,3,11951,1,1,40.763164,-72.830344
11964,1,11964,1,0,41.055827,-72.319034
11968,1,11968,1,0,40.905923,-72.415661
12010,1,12010,1,0,42.937632,-74.173325
12025,2,12025,1,0,43.083346,-74.138092
12027,2,12027,1,0,42.935415,-73.907815
12033,1,12033,1,0,42.543138,-73.705499
12061,1,12061,1,0,42.599312,-73.657175
12065,1,12065,1,0,42.852284,-73.785597
12078,2,12078,1,0,43.134351,-74.339632
12110,2,12110,1,0,42.750573,-73.776138
12122,1,12122,1,0,42.54202,-74.326145
12134,1,12134,1,0,43.269201,-74.228185
12182,1,12182,1,0,42.799699,-73.630864
12302,1,12302,1,0,42.878182,-73.982505
12306,1,12306,1,0,42.805429,-74.044227
12428,1,12428,1,0,41.746872,-74.466183
12455,2,12455,1,0,42.140733,-74.659478
12501,2,12501,1,0,41.862964,-73.573517
12508,1,12508,1,0,41.495996,-73.953632
12533,1,12533,1,0,41.559772,-73.787099
12534,1,12534,1,0,42.217345,-73.752256
12549,2,12549,1,0,41.528031,-74.259365
12564,1,12564,1,0,41.582614,-73.582577
12572,1,12572,1,0,41.924885,-73.863664
12589,1,12589,1,0,41.623791,-74.158771
12701,4,12701,1,1,41.650829,-74.699907
12803,1,12803,1,0,43.290078,-73.629363
12838,1,12838,1,0,43.329056,-73.405062
12845,2,12845,1,0,43.424048,-73.71274
12857,1,12857,1,0,43.819563,-73.89062
12866,3,12866,1,1,43.073715,-73.740236
12883,1,12883,1,0,43.836596,-73.552843
12928,1,12928,1,0,43.963837,-73.583248
12992,2,12992,1,0,44.817751,-73.516729
13031,1,13031,1,0,43.045015,-76.309541
13033,2,13033,1,0,43.188494,-76.562626
13037,1,13037,1,0,43.067797,-75.854933
13039,1,13039,1,0,43.172142,-76.056249
13040,1,13040,1,0,42.559649,-75.930761
13053,1,13053,1,0,42.479575,-76.267918
13057,2,13057,1,0,43.101955,-76.037919
13077,1,13077,1,0,42.727973,-76.211042
13080,1,13080,1,0,43.09321,-76.485258
13104,1,13104,1,0,42.96303,-75.948439
13142,2,13142,2,0,43.556281,-76.138339
13160,1,13160,1,0,42.827598,-76.648904
13209,1,13209,1,0,43.068502,-76.224251
13305,2,13305,1,0,43.892289,-75.421171
13316,2,13316,1,0,43.418917,-75.73974
13317,1,13317,1,0,42.854101,-74.590839
13340,1,13340,1,0,43.061642,-75.12857
13357,1,13357,1,0,42.971061,-75.081209
13365,2,13365,1,0,43.125689,-74.853291
13413,1,13413,1,0,43.060413,-75.279398
13438,1,13438,1,0,43.354138,-75.159613
13456,1,13456,1,0,43.000029,-75.255495
13478,1,13478,1,0,43.144012,-75.581897
13480,1,13480,1,0,42.917854,-75.363169
13601,2,13601,1,0,43.968892,-75.906501
13605,1,13605,1,0,43.80741,-76.050358
13613,1,13613,1,0,44.870613,-74.750443
13685,1,13685,1,0,43.941023,-76.147059
13743,1,13743,1,0,42.211894,-76.338222
13811,1,13811,1,0,42.234926,-76.164054
13845,1,13845,1,0,42.053431,-76.354924
13856,1,13856,1,0,42.171041,-75.183316
14004,1,14004,1,0,42.891371,-78.503687
14020,1,14020,1,0,42.99619,-78.213412
14059,4,14059,1,1,42.833552,-78.634046
14063,1,14063,1,0,42.40869,-79.331304
14066,1,14066,1,0,42.629054,-78.185536
14075,2,14075,1,0,42.712657,-78.834708
14086,3,14086,1,1,42.909064,-78.629268
14094,1,14094,1,0,43.157758,-78.701995
14120,2,14120,2,0,43.079196,-78.842756
14214,1,14214,1,0,42.939576,-78.840793
14215,1,14215,1,0,42.935339,-78.810681
14225,1,14225,1,0,42.928949,-78.750273
14228,2,14228,1,0,43.044371,-78.777335
14411,1,14411,1,0,43.235972,-78.216477
14416,1,14416,1,0,43.082693,-77.980115
14420,3,14420,1,1,43.211739,-77.934564
14424,1,14424,1,0,42.856357,-77.303497
14432,2,14432,1,0,42.957391,-77.143523
14450,1,14450,1,0,43.092487,-77.420461
14456,2,14456,1,0,42.847695,-76.998972
14469,1,14469,1,0,42.877919,-77.471014
14472,1,14472,1,0,42.966819,-77.575134
14487,1,14487,1,0,42.811758,-77.636006
14520,1,14520,1,0,43.233972,-77.314631
14526,1,14526,1,0,43.151464,-77.444396
14534,2,14534,2,0,43.05689,-77.521042
14544,2,14544,1,0,42.756251,-77.243735
14559,1,14559,1,0,43.18998,-77.819052
14580,13,14580,2,1,43.217283,-77.444534
14605,2,14605,2,0,43.168428,-77.602642
14606,2,14606,1,0,43.171047,-77.697953
14609,2,14609,1,0,43.177093,-77.554873
14612,1,14612,1,0,43.26633,-77.676706
14618,1,14618,1,0,43.114542,-77.554976
14624,1,14624,1,0,43.1283,-77.731411
14701,4,14701,2,1,42.08016,-79.25671
14772,2,14772,1,0,42.15747,-78.952618
14821,1,14821,1,0,42.241574,-77.219254
14830,1,14830,1,0,42.128123,-77.031977
14837,1,14837,1,0,42.490667,-77.026107
14850,1,14850,1,0,42.432165,-76.497042
14855,1,14855,1,0,42.1457,-77.497396
14869,1,14869,1,0,42.36232,-76.768965
14880,1,14880,1,0,42.177508,-77.970614
14904,1,14904,1,0,42.070383,-76.80065
15017,1,15017,1,0,40.342274,-80.122354
15021,1,15021,1,0,40.388565,-80.441527
15044,1,15044,1,0,40.637988,-79.947933
15056,1,15056,1,0,40.56389,-80.216015
15059,1,15059,1,0,40.677919,-80.485549
15066,1,15066,1,0,40.747074,-80.256143
15068,4,15068,1,1,40.557191,-79.725802
15090,1,15090,1,0,40.625015,-80.067058
15101,1,15101,1,0,40.580328,-79.955241
15102,1,15102,1,0,40.321356,-80.036549
15106,1,15106,1,0,40.410121,-80.114209
15129,5,15129,1,1,40.293248,-79.996037
15136,2,15136,1,0,40.463477,-80.106688
15146,3,15146,1,1,40.426324,-79.761379
15202,3,15202,1,1,40.504968,-80.067821
15210,1,15210,1,0,40.406951,-79.984987
15216,4,15216,2,1,40.402626,-80.034849
15217,1,15217,1,0,40.430821,-79.920089
15236,3,15236,1,1,40.347406,-79.975481
15237,2,15237,2,0,40.549607,-80.043513
15238,1,15238,1,0,40.537201,-79.879443
15239,1,15239,1,0,40.483679,-79.738076
15241,1,15241,1,0,40.333518,-80.081412
15312,1,15312,1,0,40.251528,-80.440702
15317,1,15317,1,0,40.276322,-80.171662
15333,1,15333,1,0,40.030786,-80.01321
15370,3,15370,1,1,39.880615,-80.171197
15401,1,15401,1,0,39.899926,-79.745662
15423,1,15423,1,0,40.089905,-79.932521
15473,1,15473,1,0,40.054579,-79.823152
15554,1,15554,1,0,40.122918,-78.621785
15601,3,15601,2,1,40.314981,-79.534803
15636,1,15636,1,0,40.36547,-79.657084
15637,2,15637,1,0,40.264955,-79.711818
15642,1,15642,1,0,40.318382,-79.723736
15658,1,15658,1,0,40.247834,-79.230681
15666,4,15666,1,1,40.161024,-79.509814
15668,1,15668,1,0,40.460564,-79.670009
15672,4,15672,1,1,40.243792,-79.621588
15686,1,15686,1,0,40.623446,-79.431311
15690,3,15690,1,1,40.64135,-79.549422
15801,1,15801,1,0,41.125057,-78.722433
15857,2,15857,1,0,41.455085,-78.520228
15902,2,15902,1,0,40.323118,-78.883169
15905,1,15905,1,0,40.290655,-78.969943
15924,1,15924,1,0,40.103423,-78.762858
15955,1,15955,1,0,40.322865,-78.697386
16037,1,16037,1,0,40.842611,-80.133751
16046,3,16046,1,1,40.702748,-80.023906
16055,1,16055,1,0,40.716859,-79.749717
16101,4,16101,2,1,40.983987,-80.29024
16117,1,16117,1,0,40.871835,-80.256207
16127,1,16127,1,0,41.173009,-80.072998
16130,1,16130,1,0,41.444632,-80.222949
16137,1,16137,1,0,41.23123,-80.238647
16142,1,16142,1,0,41.145427,-80.333134
16159,1,16159,1,0,41.153413,-80.475263
16226,1,16226,1,0,40.711646,-79.486425
16249,1,16249,1,0,40.761947,-79.312139
16301,2,16301,1,0,41.453285,-79.622427
16354,2,16354,2,0,41.613725,-79.706464
16365,1,16365,1,0,41.840224,-79.157385
16417,1,16417,1,0,41.971081,-80.315029
16501,1,16501,1,0,42.121318,-80.089169
16602,4,16602,2,1,40.512662,-78.373929
16648,4,16648,2,1,40.434448,-78.331
16652,1,16652,1,0,40.516022,-77.950096
16686,2,16686,1,0,40.667866,-78.250746
16689,1,16689,1,0,40.129985,-78.12899
16735,3,16735,1,1,41.636099,-78.813409
16823,6,16823,2,1,40.939052,-77.772647
16830,3,16830,1,1,41.078677,-78.428662
16866,1,16866,1,0,40.829699,-78.181491
16875,1,16875,1,0,40.840389,-77.588045
16922,1,16922,1,0,41.680661,-77.710708
16933,1,16933,1,0,41.819424,-77.062502
17007,1,17007,1,0,40.125795,-77.118771
17011,1,17011,1,0,40.23483,-76.928846
17019,1,17019,1,0,40.094022,-77.022058
17022,1,17022,1,0,40.167035,-76.608893
17026,1,17026,1,0,40.458441,-76.431397
17036,1,17036,1,0,40.251845,-76.665899
17059,1,17059,1,0,40.589162,-77.391073
17062,2,17062,1,0,40.546773,-77.187656
17067,1,17067,1,0,40.390423,-76.315048
17110,1,17110,1,0,40.315813,-76.886436
17112,2,17112,1,0,40.373101,-76.776511
17201,1,17201,1,0,39.961056,-77.656165
17225,1,17225,1,0,39.783506,-77.76287
17264,3,17264,1,1,40.179925,-77.993741
17268,4,17268,1,1,39.774913,-77.575622
17271,1,17271,1,0,40.097754,-77.803092
17307,5,17307,1,1,39.947765,-77.326899
17313,9,17313,1,1,39.884013,-76.659984
17315,1,17315,1,0,40.026604,-76.864065
17321,1,17321,1,0,39.749675,-76.444345
17327,2,17327,1,0,39.779512,-76.753257
17339,1,17339,1,0,40.134731,-76.885292
17340,3,17340,1,1,39.755229,-77.116784
17350,1,17350,1,0,39.890088,-77.079399
17356,6,17356,1,1,39.896584,-76.582258
17368,5,17368,1,1,39.983859,-76.518701
17372,3,17372,1,1,40.001467,-77.106153
17404,1,17404,1,0,40.002612,-76.773548
17406,4,17406,2,1,40.014709,-76.640873
17517,5,17517,1,1,40.244751,-76.132881
17522,3,17522,1,1,40.173688,-76.170494
17537,4,17537,1,1,39.848034,-76.073774
17538,2,17538,1,0,40.082629,-76.414548
17545,2,17545,1,0,40.178666,-76.434341
17551,2,17551,1,0,39.982202,-76.371419
17552,2,17552,1,0,40.108352,-76.51092
17557,1,17557,1,0,40.09985,-76.072742
17566,1,17566,1,0,39.867186,-76.147513
17601,3,17601,1,1,40.074241,-76.314914
17602,1,17602,1,0,40.014623,-76.246351
17606,2,17606,1,0,40.11167,-76.303907
17701,2,17701,2,0,41.345045,-76.857256
17702,1,17702,1,0,41.183488,-77.077271
17740,6,17740,1,1,41.249445,-77.269646
17756,2,17756,1,0,41.208002,-76.739819
17815,2,17815,2,0,41.020038,-76.420092
17821,1,17821,1,0,40.990142,-76.644205
17851,2,17851,1,0,40.803118,-76.4343
17870,5,17870,1,1,40.817323,-76.888636
17901,1,17901,1,0,40.683828,-76.277542
17921,1,17921,1,0,40.751575,-76.360586
17972,1,17972,1,0,40.592165,-76.20579
18034,2,18034,1,0,40.546353,-75.415278
18045,1,18045,1,0,40.69345,-75.272796
18049,4,18049,1,1,40.515732,-75.48929
18052,1,18052,1,0,40.657428,-75.504255
18055,1,18055,1,0,40.591583,-75.304353
18067,3,18067,2,1,40.715038,-75.474675
18080,3,18080,1,1,40.735856,-75.635308
18102,1,18102,1,0,40.608473,-75.476275
18103,1,18103,1,0,40.570308,-75.488926
18104,1,18104,1,0,40.611658,-75.546853
18229,1,18229,1,0,40.931094,-75.673779
18235,1,18235,1,0,40.829796,-75.69786
18337,1,18337,1,0,41.32911,-74.871787
18346,1,18346,1,0,41.142754,-75.421191
18360,2,18360,2,0,40.967361,-75.287967
18370,2,18370,1,0,41.092408,-75.339537
18411,1,18411,1,0,41.454492,-75.74454
18419,1,18419,1,0,41.585933,-75.792369
18433,1,18433,1,0,41.573307,-75.58133
18436,5,18436,1,1,41.442799,-75.39345
18504,1,18504,1,0,41.425521,-75.699867
18517,1,18517,1,0,41.394641,-75.713636
18634,1,18634,1,0,41.185512,-76.022619
18657,3,18657,1,1,41.52251,-75.959485
18810,1,18810,1,0,41.933295,-76.50713
18826,1,18826,1,0,41.745746,-75.748893
18840,1,18840,1,0,41.971552,-76.534965
18844,1,18844,1,0,41.69097,-75.905239
18848,1,18848,1,0,41.751057,-76.454741
18853,1,18853,1,0,41.721414,-76.276925
18902,4,18902,1,1,40.352134,-75.09568
18914,1,18914,1,0,40.288978,-75.209591
18940,1,18940,1,0,40.261315,-74.937775
18944,1,18944,1,0,40.389293,-75.234442
18951,1,18951,1,0,40.452964,-75.348855
18964,4,18964,1,1,40.30347,-75.337889
18966,3,18966,2,1,40.188468,-75.009898
18974,1,18974,1,0,40.217062,-75.072803
19001,1,19001,1,0,40.125923,-75.125443
19002,1,19002,1,0,40.187217,-75.206876
19006,2,19006,1,0,40.157889,-75.030918
19014,2,19014,1,0,39.864907,-75.432958
19025,1,19025,1,0,40.146444,-75.161987
19030,2,19030,2,0,40.180468,-74.837263
19033,5,19033,1,1,39.890883,-75.328434
19034,1,19034,1,0,40.134269,-75.204838
19044,2,19044,2,0,40.186067,-75.152867
19047,1,19047,1,0,40.180089,-74.911873
19082,1,19082,1,0,39.960411,-75.270393
19090,2,19090,1,0,40.157452,-75.124753
19095,1,19095,1,0,40.085987,-75.151241
19114,1,19114,1,0,40.069399,-75.000162
19116,1,19116,1,0,40.115569,-75.013276
19120,1,19120,1,0,40.034147,-75.119198
19123,1,19123,1,0,39.964489,-75.145802
19125,2,19125,1,0,39.976249,-75.125105
19131,1,19131,1,0,39.990184,-75.217795
19132,3,19132,2,1,39.996262,-75.170855
19134,1,19134,1,0,39.989604,-75.109091
19136,2,19136,1,0,40.039406,-75.018555
19137,1,19137,1,0,39.993,-75.072052
19138,1,19138,1,0,40.056002,-75.159049
19140,3,19140,3,1,40.012177,-75.145495
19148,1,19148,1,0,39.911612,-75.151475
19154,1,19154,1,0,40.096483,-74.983217
19335,1,19335,1,0,40.022618,-75.721218
19341,3,19341,2,1,40.039941,-75.640626
19348,1,19348,1,0,39.87028,-75.712913
19363,3,19363,1,1,39.79056,-75.968479
19380,3,19380,3,1,39.987218,-75.603138
19382,2,19382,1,0,39.927665,-75.613166
19390,1,19390,1,0,39.836097,-75.842359
19406,2,19406,2,0,40.093268,-75.383637
19426,2,19426,1,0,40.191299,-75.437052
19446,1,19446,1,0,40.232327,-75.303915
19460,1,19460,1,0,40.126827,-75.530448
19462,1,19462,1,0,40.115345,-75.28199
19464,6,19464,1,1,40.258928,-75.615861
19468,3,19468,1,1,40.207638,-75.532067
19526,1,19526,1,0,40.547094,-75.996639
19547,1,19547,1,0,40.380048,-75.768603
19551,1,19551,1,0,40.361788,-76.13732
19562,2,19562,1,0,40.505379,-75.702653
19602,1,19602,1,0,40.32874,-75.914976
19605,1,19605,1,0,40.397908,-75.943191
19606,1,19606,1,0,40.338694,-75.857308
19607,1,19607,1,0,40.291483,-75.944791
19609,5,19609,1,1,40.328313,-75.997285
19709,3,19709,2,1,39.494582,-75.675004
19711,3,19711,2,1,39.713598,-75.741073
19713,3,19713,1,1,39.670784,-75.712296
19720,6,19720,1,1,39.646922,-75.604852
19801,3,19801,1,1,39.727715,-75.541154
19803,2,19803,1,0,39.800665,-75.542415
19804,3,19804,2,1,39.716862,-75.617677
19805,2,19805,1,0,39.743799,-75.593842
19809,0,19809,1,0,39.757786,-75.500953
19810,4,19810,1,1,39.81878,-75.5064
19901,2,19901,2,0,39.181542,-75.47352
19933,1,19933,1,0,38.72866,-75.619669
19934,3,19934,1,1,39.084727,-75.627355
19938,1,19938,1,0,39.260878,-75.707605
19943,4,19943,1,1,39.004436,-75.606986
19947,3,19947,1,1,38.66649,-75.398202
19956,4,19956,1,1,38.547715,-75.538158
19958,2,19958,1,0,38.728722,-75.168469
19963,2,19963,2,0,38.943253,-75.362567
19973,3,19973,1,1,38.638912,-75.615903
19977,6,19977,1,1,39.298946,-75.546122
20105,2,20105,1,0,38.953265,-77.602793
20109,7,20109,1,1,38.793641,-77.531024
20110,7,20110,1,1,38.747172,-77.484536
20111,8,20111,2,1,38.748968,-77.427873
20112,2,20112,2,0,38.664571,-77.429326
20115,1,20115,1,0,38.809947,-77.911841
20124,7,20124,1,1,38.781332,-77.391333
20132,1,20132,1,0,39.16721,-77.72057
20147,6,20147,2,1,39.041947,-77.47813
20148,8,20148,2,1,38.995993,-77.520774
20151,4,20151,2,1,38.89568,-77.446483
20152,4,20152,1,1,38.919473,-77.50236
20155,1,20155,1,0,38.810114,-77.617789
20164,2,20164,1,0,39.013299,-77.395067
20165,3,20165,1,1,39.057538,-77.392009
20169,1,20169,1,0,38.877064,-77.647606
20170,3,20170,2,1,38.979842,-77.37975
20175,2,20175,1,0,39.06441,-77.603965
20176,2,20176,2,0,39.184853,-77.543184
20181,13,20181,3,1,38.689126,-77.56961
20186,1,20186,1,0,38.698141,-77.851425
20191,2,20191,1,0,38.934645,-77.351702
20601,2,20601,1,0,38.613372,-76.851612
20602,8,20602,1,1,38.583248,-76.894703
20603,9,20603,2,1,38.63039,-76.976583
20613,1,20613,1,0,38.671168,-76.805304
20623,1,20623,1,0,38.741615,-76.842456
20639,1,20639,1,0,38.601238,-76.605467
20640,7,20640,1,1,38.522709,-77.254015
20646,1,20646,1,0,38.524275,-77.00066
20650,2,20650,2,0,38.268654,-76.633157
20657,2,20657,1,0,38.379757,-76.442883
20660,1,20660,1,0,38.370219,-76.706627
20675,6,20675,1,1,38.580932,-77.022463
20678,3,20678,1,1,38.52282,-76.60135
20706,1,20706,1,0,38.96588,-76.851092
20715,3,20715,1,1,38.989393,-76.741331
20721,1,20721,1,0,38.915222,-76.785129
20737,2,20737,1,0,38.964265,-76.913538
20743,1,20743,1,0,38.88423,-76.893317
20744,4,20744,1,1,38.758348,-76.983786
20745,7,20745,2,1,38.806888,-76.99519
20747,1,20747,1,0,38.854991,-76.883313
20748,1,20748,1,0,38.814868,-76.933447
20770,3,20770,1,1,39.002985,-76.879165
20772,4,20772,2,1,38.780274,-76.76699
20774,4,20774,2,1,38.874532,-76.774182
20782,5,20782,2,1,38.965813,-76.966329
20814,2,20814,1,0,39.004839,-77.103004
20850,3,20850,1,1,39.091354,-77.18228
20851,1,20851,1,0,39.079056,-77.121818
20852,1,20852,1,0,39.051995,-77.121926
20854,2,20854,1,0,39.032772,-77.22083
20855,2,20855,1,0,39.133184,-77.134383
20860,1,20860,1,0,39.142374,-77.025417
20866,1,20866,1,0,39.10928,-76.933948
20871,1,20871,1,0,39.261341,-77.282547
20878,1,20878,1,0,39.112637,-77.250436
20895,5,20895,2,1,39.027048,-77.07759
20901,5,20901,2,1,39.021495,-77.009779
20902,2,20902,1,0,39.045249,-77.039264
20903,1,20903,1,0,39.021433,-76.980774
20905,2,20905,1,0,39.109705,-76.988329
20906,3,20906,1,1,39.087321,-77.057159
21014,1,21014,1,0,39.536084,-76.352184
21015,2,21015,1,0,39.544176,-76.292469
21029,6,21029,1,1,39.21356,-76.959392
21037,3,21037,1,1,38.919253,-76.543492
21042,7,21042,3,1,39.277181,-76.894602
21044,7,21044,2,1,39.205869,-76.87911
21045,3,21045,2,1,39.206042,-76.828234
21046,3,21046,1,1,39.173116,-76.842028
21047,4,21047,1,1,39.521384,-76.438786
21054,1,21054,1,0,39.048017,-76.726695
21060,4,21060,1,1,39.166538,-76.582956
21061,1,21061,1,0,39.161942,-76.629444
21076,2,21076,1,0,39.168516,-76.716351
21093,5,21093,1,1,39.43914,-76.64095
21104,2,21104,1,0,39.346904,-76.912757
21108,1,21108,1,0,39.090307,-76.621263
21117,4,21117,2,1,39.427563,-76.777976
21120,2,21120,1,0,39.646204,-76.674854
21122,6,21122,3,1,39.120838,-76.494827
21133,1,21133,1,0,39.374385,-76.81177
21136,6,21136,1,1,39.483784,-76.794208
21146,2,21146,1,0,39.079136,-76.558699
21157,11,21157,4,1,39.548569,-76.983558
21201,1,21201,1,0,39.294821,-76.622226
21204,2,21204,1,0,39.402268,-76.632295
21206,4,21206,1,1,39.338428,-76.538877
21207,5,21207,1,1,39.324167,-76.719484
21208,1,21208,1,0,39.381174,-76.721002
21210,1,21210,1,0,39.359156,-76.632685
21215,3,21215,2,1,39.345241,-76.683566
21216,3,21216,3,1,39.310595,-76.671717
21219,1,21219,1,0,39.227459,-76.443305
21221,4,21221,3,1,39.289205,-76.43477
21222,8,21222,2,1,39.26484,-76.492566
21224,1,21224,1,0,39.27486,-76.542833
21225,2,21225,1,0,39.226117,-76.615735
21226,1,21226,1,0,39.208888,-76.562926
21227,3,21227,1,1,39.23997,-76.67945
21228,3,21228,1,1,39.272857,-76.747741
21229,2,21229,1,0,39.284239,-76.691403
21234,1,21234,1,0,39.393417,-76.534228
